Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Lithuania,LTU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.6757,-21.2590,-16.2269,-9.7661,3.2901,5.1585,8.3109,7.4758,-1.1416,3.6955,6.5261,6.7514,10.5660,6.5695,7.7324,7.4141,11.1075,2.6144,-14.8386,1.6512,6.0390,3.8439,3.5501,3.5370,2.0246,2.5188,4.2826,3.9933,4.6657,-0.0246,6.2847,2.4402,-0.3361
Luxembourg,LUX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,3.8300,1.3587,3.4391,7.8658,-0.7349,1.1059,0.2167,4.1839,9.9729,1.7599,2.6672,6.5982,8.3127,4.2125,-6.5714,2.5343,1.5698,4.0750,2.3456,0.8409,-0.5510,1.1313,2.9891,6.1869,2.7917,9.9839,3.9510,8.4633,9.7981,5.3199,8.6442,1.8197,4.2007,3.8209,1.4322,1.3981,5.4198,6.6745,8.1752,6.9381,3.0744,3.2254,2.6194,4.2319,2.4829,6.0167,8.0987,-0.3002,-3.2390,3.7604,1.0443,1.6499,3.1718,2.6231,2.2698,4.9782,1.3172,1.2193,2.9158,-0.9098,7.1684,1.3802,-1.0957
"Macao SAR, China",MAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,10.0233,8.4595,0.7326,6.6932,14.2939,7.8108,5.0248,7.9803,3.6594,13.2990,5.1859,4.2531,3.2955,-0.4189,-0.2791,-4.5710,-2.3582,5.7466,2.8884,8.9106,11.6406,26.6303,8.0757,13.3901,14.4767,3.3913,1.2744,25.1226,21.6166,9.2423,10.7528,-2.0483,-21.5144,-0.6790,9.8600,6.4052,-2.5635,-54.3359,23.5356,-21.4020,80.5342
Madagascar,MDG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,2.0486,2.2711,-0.9294,3.9625,-0.4523,2.0646,5.5286,6.8288,3.7212,5.2765,3.9294,-1.2726,-2.6185,2.0069,1.2587,-3.0689,2.3640,-2.6618,9.8547,0.9527,-9.8000,-1.9000,0.9000,1.7602,1.1563,1.9602,1.1749,3.4069,4.0749,3.1289,-6.3064,1.1809,2.0999,-0.0421,1.6786,2.1542,3.6935,3.9171,4.6992,4.4569,5.9802,-12.4080,9.7849,5.2570,4.7558,5.3985,5.7106,6.7126,-3.9787,0.6192,1.5784,3.0111,2.3004,3.3392,3.1323,3.9931,3.9333,3.1944,4.4112,-7.1377,5.7396,3.7962,3.9854
Malawi,MWI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,7.6396,0.6684,-1.3911,2.6611,13.6165,13.2490,7.2815,-1.9231,5.8824,0.4793,16.2186,6.2313,2.3007,7.1760,6.0868,4.9977,4.9180,9.7451,4.3962,0.4067,-5.2901,2.5035,3.7187,5.3603,4.5710,-0.2148,1.6252,3.1773,1.3447,5.6923,8.7302,-7.3330,9.6918,-10.2402,16.7288,7.3167,3.7924,3.8953,3.0423,1.5761,-4.9750,1.7000,5.7056,5.4205,3.2687,4.7000,9.6000,7.6397,8.3281,6.8741,4.9327,1.9000,5.4103,5.6253,2.8000,2.5000,4.0000,4.3917,5.4482,0.8000,2.7514,0.9234,1.5396
Malaysia,MYS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,7.5980,6.4210,7.3388,5.3590,7.6849,7.8167,3.8571,7.9780,4.8885,5.9865,10.0347,9.3884,11.7011,8.3187,0.8011,11.5635,7.7531,6.6539,9.3491,7.4418,6.9421,5.9432,6.2522,7.7618,-1.0253,1.2406,5.1919,9.9377,9.0596,9.0085,9.5455,8.8851,9.8949,9.2120,9.8291,10.0027,7.3227,-7.3594,6.1376,8.8589,0.5177,5.3910,5.7885,6.7834,5.3321,5.5848,6.2988,4.8318,-1.5135,7.4248,5.2939,5.4735,4.6937,6.0067,5.0915,4.4498,5.8127,4.8431,4.4132,-5.4568,3.2976,8.6503,3.6803
Maldives,MDV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,5.2072,2.4242,1.5779,5.7282,-7.9890,0.5988,11.2524,14.6847,10.6642,18.5729,11.7647,-3.0122,16.2563,26.9555,15.4160,9.3606,8.8292,8.7303,9.3268,16.9523,1.4427,6.6708,5.5568,7.7495,12.9858,7.8586,8.3979,7.4947,6.1757,3.8458,-3.9436,7.2684,13.7500,5.8164,-11.2232,23.6058,7.1234,8.9798,-8.1578,6.8355,8.5727,2.3637,6.9632,7.8011,3.9717,6.5722,7.0545,8.6680,7.2983,-32.9088,37.6872,13.9067,3.9728
Mali,MLI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,3.7084,0.2310,6.1370,2.5690,5.8440,-1.4551,-1.5288,11.6250,13.6234,6.3486,-1.4635,10.3957,-4.3258,1.5088,-7.3784,1.8209,-0.2870,20.2866,2.6926,-0.1392,7.3897,4.1774,-2.5024,11.7452,-3.2187,3.1722,3.7799,0.9210,7.0558,4.8290,7.5717,5.7009,-0.0608,15.3762,3.1063,9.1190,1.5600,6.5348,4.6622,3.4936,4.7731,4.8063,5.3139,3.2131,-0.8367,2.2951,7.0847,6.1718,5.8523,5.3055,4.7465,4.7562,-1.2355,3.0526,3.4750,5.2366
Malta,MLT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,2.4540,5.8383,4.1461,10.0364,19.5601,17.0171,12.1842,11.1612,10.4908,7.0497,3.3118,2.2845,-0.6124,0.9424,2.5853,3.8852,4.1105,8.4142,8.1791,6.2914,6.2565,4.6909,4.4807,5.6511,6.3425,3.7773,5.2570,5.1256,4.7200,19.6813,-1.1747,2.5653,4.0741,0.1403,3.3836,2.5101,4.7747,3.8264,-1.1339,5.5436,0.4671,4.1177,5.4734,7.6335,9.6081,3.3815,10.8693,7.4163,7.1243,-8.1568,12.5139,8.0755,5.6139
Marshall Islands,MHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,2.3099,1.0818,33.9228,15.3231,0.0603,0.3613,2.4302,5.6239,2.1353,-7.1952,6.4365,4.8312,15.5080,3.8660,-6.2573,24.5425,9.3638,7.7890,-1.6916,2.6762,0.0878,7.1409,6.0062,5.8777,8.2133,-10.3029,-6.4457,-0.6741,-1.3347,2.4544,6.9300,3.6358,-1.5617,-0.6923,1.7847,0.2196,3.4163,-7.6463,3.6982,5.4468,-0.2142,-1.3089,3.6104,-1.1576,2.1005,2.1443,3.7338,5.6592,10.3578,-2.8460,1.1123,-0.6755,3.2260
Mauritania,MRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,0.7266,-1.9838,27.6909,16.1383,0.2310,3.5671,10.1964,1.2485,11.9859,1.8429,-0.7329,-4.5848,12.1626,-5.1344,8.5461,-1.8786,-0.5047,4.7900,3.3712,3.4503,-2.3399,3.7353,-3.2269,2.9948,5.7136,1.9004,1.7204,4.7776,-1.7713,1.7881,1.8741,5.8736,-3.0607,9.8198,5.8188,-4.0447,2.7778,3.6732,-3.9180,-0.7995,1.3815,6.9283,4.7328,8.5663,18.3332,-1.9694,-0.3311,0.0979,2.6202,4.1728,4.4700,4.1508,4.2748,5.3763,1.2609,6.2705,4.7722,3.1410,-0.3607,0.7427,6.3870,3.3836
Mauritius,MUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,22.8491,0.8065,13.8945,-6.8895,3.1970,-3.5682,4.3841,-6.8897,4.9330,-0.4023,4.2736,8.3464,11.9817,8.8118,0.9061,23.7524,6.5476,3.8308,3.5165,-10.0613,5.8824,5.4971,0.3838,4.6984,6.9545,9.7420,8.8910,6.7913,4.4651,7.1867,4.4354,6.5127,5.0821,4.1361,4.2877,5.5878,5.6875,6.0719,2.6109,8.2028,3.3475,1.6149,5.9254,4.3300,1.7775,4.8655,5.7270,5.3870,3.3151,4.3772,4.0775,3.4961,3.3604,3.8270,3.6906,3.8625,3.9380,4.0067,2.8913,-14.5465,3.4038,8.8799,6.9523
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.0000,4.6644,8.1069,11.9055,7.1000,6.0961,5.8549,9.4233,3.4186,6.5025,3.7625,8.2288,7.8611,5.7768,5.7445,4.4174,3.3906,8.9569,9.6982,8.7566,9.5858,-0.0496,-4.6241,3.5134,1.9192,-3.9300,2.0634,1.2183,3.6254,5.2500,3.9759,3.5686,2.8670,4.3941,-5.9103,6.2183,7.1989,6.1851,2.7550,5.0293,-0.4508,-0.2366,1.1855,3.5654,2.1132,4.8050,2.0779,0.9433,-6.2953,4.9713,3.4440,3.5532,0.8521,2.5038,2.7023,1.7725,1.8717,1.9721,-0.2513,-8.6246,5.7392,3.9490,3.2287
"Micronesia, Fed. Sts.",FSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,2.3016,1.0669,33.9300,15.3273,0.0743,0.3563,2.4262,5.6402,2.1192,-7.1964,9.7237,-2.6211,1.9300,-3.9525,16.5507,7.9793,1.1998,2.5489,3.5260,3.7409,7.4273,4.0080,8.1407,-0.5345,7.0145,-3.1824,-6.0609,2.8505,1.3744,4.8339,2.1676,0.5470,1.5721,-3.0802,2.0419,-0.0811,-1.8362,-2.4085,1.0931,2.2594,3.1886,-1.8668,-3.6798,-2.3058,4.6219,0.4841,0.8230,0.0000,4.0816,-1.9608,2.8000,-0.7782,0.7843
Moldova,MDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.0000,-29.1000,-1.2000,-30.9000,-1.4000,-5.8771,1.6471,-6.5422,-3.3683,2.1077,6.1000,7.8000,6.6000,7.4000,7.5000,4.8000,3.0000,7.8000,-6.0000,7.1000,5.8182,-0.5897,9.0439,4.9996,-0.3382,4.6460,4.1756,4.0756,3.5523,-8.2760,13.9300,-5.0155,0.7832
Monaco,MCO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,5.2281,4.6483,6.5538,4.4746,-0.9726,4.4116,3.5532,3.9536,3.5342,1.6855,0.9224,2.4324,1.1950,1.4845,1.7087,2.4524,2.4846,4.5986,4.1637,2.6435,1.0151,1.3666,-0.9139,2.2156,2.1172,1.1107,2.2372,3.5033,3.3005,3.9102,2.1877,1.0265,1.0875,2.4705,1.8757,5.7940,14.4386,0.7396,-11.3345,2.0652,7.0224,1.0122,9.5771,7.1870,4.8635,2.9641,-3.0441,5.7803,7.0835,-13.0111,21.8674,11.0968,
Mongolia,MNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,8.3421,5.8340,5.9334,5.7129,9.3750,3.4586,5.1080,4.1782,-3.1845,-8.6935,-9.2565,-3.1688,2.1344,6.3764,2.2351,3.8967,3.3399,3.0704,1.1461,2.9527,4.7330,7.0046,10.6254,7.2537,8.5562,10.2480,8.9004,-1.2686,6.3652,17.2908,12.3198,11.6489,7.8852,2.3798,1.4898,5.6369,7.7449,5.6022,-4.5578,1.6368,5.0327,7.0230
Montenegro,MNE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9000,-9.4000,3.1000,1.0998,1.9039,2.4827,4.4261,4.1806,8.5664,6.8102,7.2228,-5.7951,2.7343,3.2285,-2.7238,3.5490,1.7837,3.3904,2.9493,4.7165,5.0779,4.0629,-15.3069,13.0435,6.4067,5.9819
Morocco,MAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,10.0288,9.8917,8.3622,4.7135,5.5969,2.4372,3.5593,5.5960,7.5582,10.8128,6.0592,2.2327,4.7938,3.6422,-1.7434,8.9574,1.3866,6.4184,6.0077,9.2711,-0.3250,11.8752,2.8462,3.4118,7.2161,-2.0977,-0.7406,10.5880,-5.4054,12.3729,-1.5607,7.2386,1.6971,2.5822,7.7218,3.7302,6.1711,4.5714,3.1922,7.7908,3.4411,5.6845,3.7458,3.4996,5.5246,3.0623,4.1222,2.7192,4.3446,0.5212,5.0579,3.0656,2.8910,-7.1782,8.0210,1.2585,3.1779
Mozambique,MOZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,5.0000,-6.9000,-15.7000,-6.5000,1.0000,-2.3000,14.7000,8.2000,6.5000,1.0000,4.9255,-7.5766,10.9404,6.4402,2.1229,10.6959,11.8149,10.3692,11.8170,0.7662,12.8517,9.6685,7.2177,8.2047,6.3120,9.9107,7.6494,6.8780,5.9290,6.6797,7.1341,7.9945,6.5714,7.7026,7.3931,4.6970,2.6382,3.4849,2.3178,-1.2195,2.3774,4.3598,5.0000
Myanmar,MMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,0.4716,4.0869,13.3493,-5.8940,10.6926,-4.8518,-5.9253,12.0593,3.2917,4.9793,4.1300,2.4358,-0.9681,5.3424,4.1527,6.0804,5.9523,6.5178,5.2013,7.9385,6.3558,5.6039,4.3911,4.9327,2.8510,-1.0573,-4.0056,-11.3524,3.6953,2.8169,-0.6506,9.6609,6.0394,7.4780,6.9481,6.4427,5.6516,5.8662,10.9451,13.7459,11.3440,12.0255,13.8440,13.5647,13.5690,13.0761,11.9914,10.2553,10.5500,9.6344,5.5915,7.3327,8.4260,8.1699,6.9928,5.8625,6.1361,6.2689,6.5791,-9.0483,-12.0164,4.0375,1.0022
Namibia,NAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,0.9714,-0.3981,-1.8235,-0.2369,0.4642,4.7673,3.5538,0.8131,1.8587,2.0475,8.1656,7.1893,-1.5795,1.7299,3.8990,3.1913,4.2201,3.2916,3.3693,3.4922,1.1779,4.7887,4.2398,12.2695,2.5293,7.0732,5.3740,2.6498,0.2960,6.0392,5.0913,5.0617,5.6147,6.0925,4.2642,0.0338,-1.0273,1.0599,-0.8392,-8.1014,3.6038,5.3497,4.1600
Nauru,NRU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,2.8984,2.8984,2.8984,2.8984,2.8984,-2.8167,-2.8167,-2.8167,-2.8167,-2.8167,-2.8167,-2.8167,-2.8167,-2.8167,-2.8167,-2.8167,-2.8167,-2.8167,-2.8167,-2.8167,-18.9938,-16.2603,-16.1174,-3.8661,-7.9234,-11.8595,-8.9537,-11.7880,-6.5682,-6.8562,-6.7610,-9.9714,0.2847,-4.3148,-7.8431,-8.5106,-4.6512,75.6098,-5.5556,0.0000,14.7059,24.3590,4.1237,15.8416,3.4188,4.1322,-6.3492,-0.8475,8.5470,1.5748,7.7519,2.1583,0.7042
Nepal,NPL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.9083,1.9103,1.8951,7.5324,-1.2032,7.0406,-1.5715,0.6755,4.4634,2.5760,-1.1954,3.1178,-0.4765,6.3336,1.4565,4.3985,3.0170,4.4057,2.3689,-2.3194,8.3420,3.7794,-2.9774,9.6811,6.1449,4.5657,1.6956,7.6968,4.3296,4.6350,6.3682,4.1064,3.8499,8.2160,3.4685,5.3283,5.0486,3.0164,4.4126,6.2000,4.7999,0.1201,3.9450,4.6826,3.4792,3.3646,3.4116,6.1046,4.5331,4.8164,3.4218,4.6701,3.5252,6.0115,3.9761,0.4331,8.9773,7.6224,6.6571,-2.3696,4.8381,5.6313,1.9525
Netherlands,NLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,0.2955,6.8435,3.6246,8.2749,8.6431,2.7411,5.2800,6.4161,6.4294,6.1402,4.3170,3.5339,5.4442,3.4387,0.0020,4.4563,2.5204,2.6962,2.0142,1.3419,-0.7836,-1.2408,2.0700,3.0617,2.5802,2.7870,1.9312,3.4412,4.4201,4.1832,2.4391,1.7061,1.2576,2.9611,3.1160,3.4987,4.3291,4.6639,5.0340,4.1956,2.3270,0.2173,0.1556,1.9849,2.0509,3.4610,3.7728,2.1703,-3.6669,1.3427,1.5512,-1.0304,-0.1302,1.4234,1.9592,2.1917,2.9109,2.3609,1.9556,-3.8861,6.1919,4.3289,0.1160
New Caledonia,NCL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,-3.8486,5.4008,14.2626,15.7163,30.9993,6.9992,3.3985,-11.1993,12.7011,6.4995,2.3000,1.8998,9.8000,-13.6000,-0.4000,-7.0000,2.4000,-2.0000,1.8000,4.5000,-1.0000,5.7000,34.6000,11.0000,3.6000,4.9000,0.5200,0.5298,2.5902,5.9400,0.4499,2.0072,-3.2003,0.9002,2.1001,,,,,,,,,,,,,,,,,,3.9957,-1.4000,-2.4000,-2.1000,3.5000,
New Zealand,NZL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,3.3156,3.0809,6.1021,6.1033,6.1117,6.2485,-4.5894,-0.0488,10.1947,-1.3976,3.7855,5.1191,7.8003,5.9934,-1.7317,0.9288,-3.9363,0.3185,2.1916,1.2842,4.6554,0.9296,3.4913,4.7934,1.6152,2.7055,0.9717,-0.3545,0.1614,0.1531,-1.0907,1.0938,6.3920,5.1189,4.7226,3.6109,2.0792,0.8591,5.3760,2.8706,3.4115,4.7138,4.7290,4.0883,3.3532,2.7796,3.0499,-1.2395,-0.0520,1.4446,2.2413,2.2895,2.7602,3.7543,3.7340,3.7483,3.3973,3.4995,2.3620,-0.4249,4.5462,2.7748,0.6322
Nicaragua,NIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,7.4977,10.8908,10.8655,11.6985,9.5252,3.3011,6.9695,1.3430,6.2377,1.3538,3.3048,2.2207,6.4170,14.1924,-0.1532,5.2095,8.3685,-7.8388,-26.4788,4.6117,5.3633,-0.8164,4.6132,-1.5661,-4.0819,-1.0173,-0.7064,-12.4498,-1.7382,-0.0525,-0.1893,0.3863,-0.3929,3.3377,5.9119,6.3443,3.9667,3.7117,7.0360,4.1016,2.9608,0.7539,2.5207,5.3122,4.2824,4.1532,5.0758,3.4348,-3.2913,4.4096,6.3175,6.4960,4.9261,4.7858,4.7927,4.5629,4.6314,-3.3637,-2.8965,-1.7554,10.3154,3.7523,4.5697
Niger,NER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.5464,10.2787,9.4282,0.1310,6.9198,-0.3825,0.1229,0.3835,-5.4859,3.0558,5.6793,-5.1663,-17.0476,8.7752,-2.7932,0.6782,7.7646,13.4726,7.1470,-2.4550,-0.1777,2.1745,-3.8636,-16.8198,7.7181,6.3521,0.0883,6.8712,0.9570,-1.3085,-0.4395,2.0008,0.3217,1.8548,2.4572,0.1005,1.5275,9.9726,-0.2196,-1.2085,7.2681,4.9185,2.1706,0.3638,7.3319,5.9310,3.1427,7.7314,1.9626,8.5782,2.3578,10.5489,5.3151,6.6421,4.3926,5.7409,5.0054,7.2114,5.9399,3.5506,1.3836,11.9000,2.5000
Nigeria,NGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,0.1918,4.1030,8.5786,4.9505,4.8850,-4.2505,-15.7436,-1.2484,24.1974,25.0072,14.2375,3.3643,5.3928,11.1607,-5.2277,9.0424,6.0241,-5.7642,6.7594,4.2048,-13.1279,-6.8034,-10.9241,-1.1156,5.9130,0.0609,3.2001,7.3340,1.9194,11.7769,0.3584,4.6312,-2.0351,-1.8149,-0.0727,4.1959,2.9371,2.5813,0.5841,5.0159,5.9177,15.3292,7.3472,9.2506,6.4385,6.0594,6.5911,6.7645,8.0369,8.0057,5.3079,4.2301,6.6713,6.3097,2.6527,-1.6169,0.8059,1.9228,2.2084,-1.7943,3.6472,3.2517,2.8602
North Macedonia,MKD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.1708,-6.5652,-7.4693,-1.7582,-1.1147,1.1851,1.4400,3.3787,4.3390,4.5491,-3.0673,1.4937,2.2226,4.6741,4.7241,5.1370,6.4735,5.4720,-0.3586,3.3588,2.3399,-0.4562,2.9253,3.6291,3.8559,2.8482,1.0818,2.8806,3.9104,-4.6885,4.5107,2.2217,1.0274
Northern Mariana Islands,MNP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3432,-3.0780,-12.7029,-6.8715,-6.6840,-11.0698,-17.5732,1.3959,-7.3842,0.8108,2.6810,4.1775,3.3835,29.2121,23.1707,-19.2688,-11.3208,-29.6809,,,
Norway,NOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,6.2733,2.8139,3.7850,5.0097,5.2856,3.7865,6.2561,2.2599,4.5046,1.9433,5.6736,5.3306,4.5329,3.9222,4.9521,5.8255,4.1607,3.8694,4.3725,4.5642,1.5983,0.2353,3.9730,6.0524,5.5534,4.0421,1.7535,-0.2551,1.0383,1.9323,3.0844,3.5745,2.8452,5.0553,4.1556,5.0280,5.2846,2.6687,2.0720,3.3189,2.0671,1.3776,0.9449,4.0146,2.6851,2.4615,2.9140,0.4819,-1.9404,0.7871,1.1057,2.7180,1.0162,2.0481,1.8573,1.1647,2.4637,0.8289,1.1238,-1.2782,3.9087,3.0056,0.5141
Oman,OMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,5.2045,66.2191,81.8878,25.6662,13.8951,0.8982,9.8252,-14.2521,11.4988,24.4335,20.5401,1.0072,-3.6935,4.3317,6.0354,17.0471,11.5698,16.6667,16.7116,14.0072,2.0022,-3.4408,5.9640,11.7569,-0.1304,6.0741,8.4139,6.0430,3.8758,4.9968,3.0459,6.0335,2.6423,0.3315,6.5511,4.4828,-1.1009,-2.6686,1.2922,2.4902,5.3719,4.4527,8.2001,6.1124,1.7140,2.8946,8.8631,5.2277,1.2923,5.0171,5.0464,0.3041,1.2871,-1.1287,-3.3797,3.0923,4.3113,1.3000
Pakistan,PAK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.9873,4.4829,8.6888,7.5698,10.4194,5.7900,5.4006,7.2332,5.5079,11.3535,0.4684,0.8134,7.0643,3.5402,4.2114,5.1562,3.9477,8.0485,3.7584,10.2157,7.9208,6.5375,6.7784,5.0652,7.5921,5.5017,6.4523,7.6253,4.9598,4.4586,5.0616,7.7059,1.7577,3.7374,4.9626,4.8466,1.0144,2.5502,3.6601,4.2601,3.6514,2.5948,5.4013,7.8313,7.2766,6.0516,4.4448,2.1204,3.4726,1.5017,2.6801,3.0276,4.3669,4.1164,4.2179,6.5738,4.4326,6.1517,2.4976,-1.2741,6.5139,4.7675,-0.0049
Palau,PLW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,0.1263,0.3413,0.2020,0.1055,0.0253,-0.0415,1.4301,-0.4886,-0.3741,-0.3741,-0.3741,-0.3741,1.9320,4.6220,5.4365,5.4365,5.4365,5.4365,5.4365,5.4365,4.9052,-6.4000,-12.3001,7.3000,10.9000,10.4000,2.3000,2.0000,-5.4000,-2.6039,6.5004,5.0162,-3.2233,3.9391,3.4140,-0.1237,1.7540,-5.4939,-7.2606,-0.8959,5.1183,1.2535,-3.0363,5.2945,9.7484,0.8825,-3.5396,0.6335,0.9095,-7.5680,-14.1641,-0.3623,0.4484
Panama,PAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,10.9266,8.2447,8.5388,4.4321,9.1600,7.5814,8.5529,6.9774,8.4414,6.9592,9.6161,4.5828,5.3643,2.4483,1.7409,1.6645,1.0940,9.7926,4.5148,13.0845,9.2068,5.3485,-4.4914,2.7095,4.9422,3.5678,-1.8091,-13.3798,1.5622,8.0990,9.4190,8.2017,5.4557,2.8501,1.7517,4.0797,6.4610,7.3415,3.9172,2.7154,0.5743,2.2291,4.2055,7.5221,7.1913,8.6525,11.9840,9.8557,1.2430,5.8280,11.3136,9.7785,6.9039,5.0664,5.7331,4.9532,5.5911,3.6854,3.2819,-17.6683,15.8358,10.8094,7.3168
Papua New Guinea,PNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,6.1811,6.3741,4.0725,8.5703,10.2685,5.8138,4.0705,4.3596,8.2735,10.8428,6.2952,5.6436,6.5293,2.6105,-0.8799,-3.3884,0.8348,8.5499,1.8324,-2.3035,-0.2748,0.3529,3.2232,-0.3547,4.0002,4.6931,2.7705,2.9092,-1.4196,-3.0122,9.5469,13.8491,18.2023,5.9421,-3.3124,7.7337,-3.9044,-3.7691,1.8556,-2.4948,-0.1213,-0.1589,2.1641,2.7212,6.3448,5.4099,7.8152,-0.2965,6.8004,10.1285,1.1075,4.6571,3.8249,13.5438,6.5784,5.4896,3.5346,-0.2793,4.4804,-3.1674,-0.7803,5.1651,2.6810
Paraguay,PRY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,6.9003,3.3003,4.7103,4.2125,6.1680,1.9915,9.1504,4.5271,4.7012,5.5534,5.5382,6.6313,7.3028,8.3815,6.8524,7.5259,11.4941,12.0287,11.8621,11.7121,9.1705,-1.3976,-3.0426,2.8166,4.5231,4.9648,7.5823,5.9154,6.9352,4.1233,3.4937,1.6964,4.9364,5.3179,6.8228,1.5738,4.2425,0.0680,-1.3661,-2.3141,-0.8341,-0.0214,4.3207,4.0574,2.1335,4.8071,5.4216,6.4963,-0.2611,11.0952,4.2864,-0.7080,8.2931,5.3012,2.9572,4.2680,4.8101,3.2043,-0.4019,-0.8198,4.0167,0.1760,4.7141
Peru,PER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,7.3471,10.0353,4.3282,6.5479,5.6217,8.2389,3.8526,0.1522,3.5145,3.3659,4.5905,3.4775,6.2769,9.3868,4.3009,1.4471,0.3491,-2.6425,4.0908,5.9433,5.5520,-0.2227,-10.4081,3.6083,2.0611,9.4260,9.7261,-9.4413,-12.3120,-4.9826,2.2193,-0.5405,5.2436,12.3084,7.4114,2.7990,6.4768,-0.3915,1.4949,2.6944,0.6179,5.4535,4.1650,4.9582,6.2851,7.5289,8.5184,9.1266,1.0958,8.3325,6.3272,6.1397,5.8525,2.3822,3.2522,3.9533,2.5188,3.9694,2.2406,-10.9333,13.3552,2.7255,-0.5502
Philippines,PHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.6955,4.8463,7.0163,3.4025,5.3451,4.4412,5.2227,5.0382,4.6895,3.6925,5.3890,5.4304,8.7820,3.3946,5.4511,8.7784,5.5630,5.1924,5.5956,5.2007,3.4222,3.6984,1.8970,-7.0394,-6.8584,3.5107,4.3618,6.6969,6.1839,3.0827,-0.4364,0.4176,2.1819,4.3737,4.6252,5.8603,5.1864,-0.5141,3.3465,4.3825,3.0492,3.7163,5.0869,6.5692,4.9425,5.3164,6.5193,4.3445,1.4483,7.3345,3.8582,6.8970,6.7505,6.3480,6.3483,7.1495,6.9310,6.3415,6.1185,-9.5183,5.7147,7.5810,5.5459
Poland,POL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.0156,2.5150,3.7383,5.2928,7.1029,6.1155,6.4490,4.6405,4.6549,4.5610,1.2586,2.0359,3.4984,4.9828,3.5068,6.1311,7.0615,4.2000,2.8322,2.9346,5.0422,1.5452,0.8566,3.8370,4.3833,2.9535,5.1400,5.9452,4.4500,-2.0201,6.9350,5.6376,0.1606
